Fonte:CovidSus
Autor:Datasus
DataGerado:07/07/2020



regiao;estado;municipio;coduf;codmun;codRegiaoSaude;nomeRegiaoSaude;data;semanaEpi;populacaoTCU2019;casosAcumulado;casosNovos;obitosAcumulado;obitosNovos;Recuperadosnovos;emAcompanhamentoNovos;interior/metropolitana
Centro-Oeste;GO;Porangatu;52;521800;52008;NORTE;11/05/2020;20;45394;1;0;0;0;;;0
Centro-Oeste;GO;Porangatu;52;521800;52008;NORTE;12/05/2020;20;45394;1;0;0;0;;;0
Centro-Oeste;GO;Porangatu;52;521800;52008;NORTE;13/05/2020;20;45394;1;0;0;0;;;0
Centro-Oeste;GO;Porangatu;52;521800;52008;NORTE;14/05/2020;20;45394;4;3;0;0;;;0
Centro-Oeste;GO;Porangatu;52;521800;52008;NORTE;15/05/2020;20;45394;5;1;0;0;;;0
Centro-Oeste;GO;Porangatu;52;521800;52008;NORTE;16/05/2020;20;45394;5;0;0;0;;;0
Centro-Oeste;GO;Porangatu;52;521800;52008;NORTE;17/05/2020;21;45394;6;1;0;0;;;0
Centro-Oeste;GO;Porangatu;52;521800;52008;NORTE;18/05/2020;21;45394;5;-1;0;0;;;0
Centro-Oeste;GO;Porangatu;52;521800;52008;NORTE;19/05/2020;21;45394;5;0;0;0;;;0
Centro-Oeste;GO;Porangatu;52;521800;52008;NORTE;20/05/2020;21;45394;5;0;0;0;;;0
Centro-Oeste;GO;Porangatu;52;521800;52008;NORTE;21/05/2020;21;45394;12;7;0;0;;;0
Centro-Oeste;GO;Porangatu;52;521800;52008;NORTE;22/05/2020;21;45394;12;0;0;0;;;0
Centro-Oeste;GO;Porangatu;52;521800;52008;NORTE;23/05/2020;21;45394;12;0;0;0;;;0
Centro-Oeste;GO;Porangatu;52;521800;52008;NORTE;24/05/2020;22;45394;13;1;0;0;;;0
Centro-Oeste;GO;Porangatu;52;521800;52008;NORTE;25/05/2020;22;45394;13;0;0;0;;;0
Centro-Oeste;GO;Porangatu;52;521800;52008;NORTE;26/05/2020;22;45394;12;-1;0;0;;;0
Centro-Oeste;GO;Porangatu;52;521800;52008;NORTE;27/05/2020;22;45394;12;0;0;0;;;0
Centro-Oeste;GO;Porangatu;52;521800;52008;NORTE;28/05/2020;22;45394;14;2;0;0;;;0
Centro-Oeste;GO;Porangatu;52;521800;52008;NORTE;29/05/2020;22;45394;16;2;1;1;;;0
Centro-Oeste;GO;Porangatu;52;521800;52008;NORTE;30/05/2020;22;45394;16;0;1;0;;;0
Centro-Oeste;GO;Porangatu;52;521800;52008;NORTE;31/05/2020;23;45394;16;0;1;0;;;0
Centro-Oeste;GO;Porangatu;52;521800;52008;NORTE;01/06/2020;23;45394;16;0;1;0;;;0
Centro-Oeste;GO;Porangatu;52;521800;52008;NORTE;02/06/2020;23;45394;16;0;1;0;;;0
Centro-Oeste;GO;Porangatu;52;521800;52008;NORTE;03/06/2020;23;45394;17;1;1;0;;;0
Centro-Oeste;GO;Porangatu;52;521800;52008;NORTE;04/06/2020;23;45394;25;8;1;0;;;0
Centro-Oeste;GO;Porangatu;52;521800;52008;NORTE;05/06/2020;23;45394;25;0;1;0;;;0
Centro-Oeste;GO;Porangatu;52;521800;52008;NORTE;06/06/2020;23;45394;25;0;1;0;;;0
Centro-Oeste;GO;Porangatu;52;521800;52008;NORTE;07/06/2020;24;45394;25;0;1;0;;;0
Centro-Oeste;GO;Porangatu;52;521800;52008;NORTE;08/06/2020;24;45394;27;2;1;0;;;0
Centro-Oeste;GO;Porangatu;52;521800;52008;NORTE;09/06/2020;24;45394;28;1;1;0;;;0
Centro-Oeste;GO;Porangatu;52;521800;52008;NORTE;10/06/2020;24;45394;32;4;1;0;;;0
Centro-Oeste;GO;Porangatu;52;521800;52008;NORTE;11/06/2020;24;45394;33;1;1;0;;;0
Centro-Oeste;GO;Porangatu;52;521800;52008;NORTE;12/06/2020;24;45394;33;0;1;0;;;0
Centro-Oeste;GO;Porangatu;52;521800;52008;NORTE;13/06/2020;24;45394;39;6;1;0;;;0
Centro-Oeste;GO;Porangatu;52;521800;52008;NORTE;14/06/2020;25;45394;39;0;1;0;;;0
Centro-Oeste;GO;Porangatu;52;521800;52008;NORTE;15/06/2020;25;45394;40;1;1;0;;;0
Centro-Oeste;GO;Porangatu;52;521800;52008;NORTE;16/06/2020;25;45394;41;1;1;0;;;0
Centro-Oeste;GO;Porangatu;52;521800;52008;NORTE;17/06/2020;25;45394;43;2;1;0;;;0
Centro-Oeste;GO;Porangatu;52;521800;52008;NORTE;18/06/2020;25;45394;43;0;1;0;;;0
Centro-Oeste;GO;Porangatu;52;521800;52008;NORTE;19/06/2020;25;45394;47;4;1;0;;;0
Centro-Oeste;GO;Porangatu;52;521800;52008;NORTE;20/06/2020;25;45394;47;0;1;0;;;0
Centro-Oeste;GO;Porangatu;52;521800;52008;NORTE;21/06/2020;26;45394;47;0;1;0;;;0
Centro-Oeste;GO;Porangatu;52;521800;52008;NORTE;22/06/2020;26;45394;47;0;1;0;;;0
Centro-Oeste;GO;Porangatu;52;521800;52008;NORTE;23/06/2020;26;45394;50;3;1;0;;;0
Centro-Oeste;GO;Porangatu;52;521800;52008;NORTE;24/06/2020;26;45394;50;0;1;0;;;0
Centro-Oeste;GO;Porangatu;52;521800;52008;NORTE;25/06/2020;26;45394;39;-11;1;0;;;0
Centro-Oeste;GO;Porangatu;52;521800;52008;NORTE;26/06/2020;26;45394;41;2;1;0;;;0
Centro-Oeste;GO;Porangatu;52;521800;52008;NORTE;27/06/2020;26;45394;45;4;1;0;;;0
Centro-Oeste;GO;Porangatu;52;521800;52008;NORTE;28/06/2020;27;45394;46;1;1;0;;;0
Centro-Oeste;GO;Porangatu;52;521800;52008;NORTE;29/06/2020;27;45394;46;0;1;0;;;0
Centro-Oeste;GO;Porangatu;52;521800;52008;NORTE;30/06/2020;27;45394;46;0;1;0;;;0
Centro-Oeste;GO;Porangatu;52;521800;52008;NORTE;01/07/2020;27;45394;46;0;1;0;;;0
Centro-Oeste;GO;Porangatu;52;521800;52008;NORTE;02/07/2020;27;45394;47;1;1;0;;;0
Centro-Oeste;GO;Porangatu;52;521800;52008;NORTE;03/07/2020;27;45394;47;0;1;0;;;0
Centro-Oeste;GO;Porangatu;52;521800;52008;NORTE;04/07/2020;27;45394;58;11;1;0;;;0
Centro-Oeste;GO;Porangatu;52;521800;52008;NORTE;05/07/2020;28;45394;58;0;1;0;;;0
Centro-Oeste;GO;Porangatu;52;521800;52008;NORTE;06/07/2020;28;45394;59;1;1;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;27/03/2020;13;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;28/03/2020;13;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;29/03/2020;14;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;30/03/2020;14;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;31/03/2020;14;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;01/04/2020;14;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;02/04/2020;14;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;03/04/2020;14;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;04/04/2020;14;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;05/04/2020;15;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;06/04/2020;15;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;07/04/2020;15;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;08/04/2020;15;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;09/04/2020;15;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;10/04/2020;15;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;11/04/2020;15;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;12/04/2020;16;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;13/04/2020;16;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;14/04/2020;16;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;15/04/2020;16;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;16/04/2020;16;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;17/04/2020;16;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;18/04/2020;16;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;19/04/2020;17;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;20/04/2020;17;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;21/04/2020;17;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;22/04/2020;17;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;23/04/2020;17;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;24/04/2020;17;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;25/04/2020;17;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;26/04/2020;18;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;27/04/2020;18;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;28/04/2020;18;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;29/04/2020;18;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;30/04/2020;18;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;01/05/2020;18;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;02/05/2020;18;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;03/05/2020;19;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;04/05/2020;19;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;05/05/2020;19;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;06/05/2020;19;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;07/05/2020;19;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;08/05/2020;19;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;09/05/2020;19;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;10/05/2020;20;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;11/05/2020;20;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;12/05/2020;20;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;13/05/2020;20;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;14/05/2020;20;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;15/05/2020;20;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;16/05/2020;20;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;17/05/2020;21;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;18/05/2020;21;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;19/05/2020;21;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;20/05/2020;21;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;21/05/2020;21;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;22/05/2020;21;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;23/05/2020;21;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;24/05/2020;22;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;25/05/2020;22;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;26/05/2020;22;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;27/05/2020;22;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;28/05/2020;22;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;29/05/2020;22;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;30/05/2020;22;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;31/05/2020;23;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;01/06/2020;23;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;02/06/2020;23;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;03/06/2020;23;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;04/06/2020;23;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;05/06/2020;23;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;06/06/2020;23;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;07/06/2020;24;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;08/06/2020;24;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;09/06/2020;24;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;10/06/2020;24;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;11/06/2020;24;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;12/06/2020;24;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;13/06/2020;24;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;14/06/2020;25;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;15/06/2020;25;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;16/06/2020;25;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;17/06/2020;25;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;18/06/2020;25;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;19/06/2020;25;3881;0;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;20/06/2020;25;3881;3;3;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;21/06/2020;26;3881;3;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;22/06/2020;26;3881;3;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;23/06/2020;26;3881;3;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;24/06/2020;26;3881;3;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;25/06/2020;26;3881;3;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;26/06/2020;26;3881;4;1;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;27/06/2020;26;3881;5;1;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;28/06/2020;27;3881;5;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;29/06/2020;27;3881;5;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;30/06/2020;27;3881;5;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;01/07/2020;27;3881;5;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;02/07/2020;27;3881;5;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;03/07/2020;27;3881;5;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;04/07/2020;27;3881;9;4;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;05/07/2020;28;3881;9;0;0;0;;;0
Centro-Oeste;GO;Porteirão;52;521805;52015;SUDOESTE I;06/07/2020;28;3881;11;2;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;27/03/2020;13;4011;0;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;28/03/2020;13;4011;0;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;29/03/2020;14;4011;0;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;30/03/2020;14;4011;0;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;31/03/2020;14;4011;0;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;01/04/2020;14;4011;0;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;02/04/2020;14;4011;0;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;03/04/2020;14;4011;0;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;04/04/2020;14;4011;0;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;05/04/2020;15;4011;0;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;06/04/2020;15;4011;0;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;07/04/2020;15;4011;0;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;08/04/2020;15;4011;0;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;09/04/2020;15;4011;0;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;10/04/2020;15;4011;0;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;11/04/2020;15;4011;0;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;12/04/2020;16;4011;0;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;13/04/2020;16;4011;0;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;14/04/2020;16;4011;0;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;15/04/2020;16;4011;0;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;16/04/2020;16;4011;0;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;17/04/2020;16;4011;0;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;18/04/2020;16;4011;0;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;19/04/2020;17;4011;0;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;20/04/2020;17;4011;0;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;21/04/2020;17;4011;0;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;22/04/2020;17;4011;0;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;23/04/2020;17;4011;0;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;24/04/2020;17;4011;0;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;25/04/2020;17;4011;0;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;26/04/2020;18;4011;0;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;27/04/2020;18;4011;0;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;28/04/2020;18;4011;0;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;29/04/2020;18;4011;0;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;30/04/2020;18;4011;0;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;01/05/2020;18;4011;0;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;02/05/2020;18;4011;0;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;03/05/2020;19;4011;0;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;04/05/2020;19;4011;0;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;05/05/2020;19;4011;0;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;06/05/2020;19;4011;0;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;07/05/2020;19;4011;0;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;08/05/2020;19;4011;0;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;09/05/2020;19;4011;0;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;10/05/2020;20;4011;0;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;11/05/2020;20;4011;0;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;12/05/2020;20;4011;0;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;13/05/2020;20;4011;0;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;14/05/2020;20;4011;0;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;15/05/2020;20;4011;0;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;16/05/2020;20;4011;0;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;17/05/2020;21;4011;0;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;18/05/2020;21;4011;0;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;19/05/2020;21;4011;1;1;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;20/05/2020;21;4011;1;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;21/05/2020;21;4011;1;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;22/05/2020;21;4011;1;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;23/05/2020;21;4011;1;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;24/05/2020;22;4011;1;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;25/05/2020;22;4011;1;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;26/05/2020;22;4011;1;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;27/05/2020;22;4011;1;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;28/05/2020;22;4011;1;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;29/05/2020;22;4011;1;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;30/05/2020;22;4011;1;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;31/05/2020;23;4011;1;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;01/06/2020;23;4011;1;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;02/06/2020;23;4011;1;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;03/06/2020;23;4011;1;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;04/06/2020;23;4011;2;1;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;05/06/2020;23;4011;2;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;06/06/2020;23;4011;2;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;07/06/2020;24;4011;2;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;08/06/2020;24;4011;2;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;09/06/2020;24;4011;2;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;10/06/2020;24;4011;2;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;11/06/2020;24;4011;2;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;12/06/2020;24;4011;2;0;0;0;;;0
Centro-Oeste;GO;Portelândia;52;521810;52016;SUDOESTE II;13/06/2020;24;4011;3;1;0;0;;;0
